indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Active travel to work,NHS Fife,S08000029,Health board,2014,2014/2015 survey years,NA,11.5,8.1,14.9,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Forth Valley,S08000019,Health board,2014,2014/2015 survey years,NA,11.6,8.7,14.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Grampian,S08000020,Health board,2014,2014/2015 survey years,NA,17.6,14.5,20.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Greater Glasgow & Clyde,S08000031,Health board,2014,2014/2015 survey years,NA,13.4,11.5,15.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Highland,S08000022,Health board,2014,2014/2015 survey years,NA,24.4,19.4,29.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Lanarkshire,S08000032,Health board,2014,2014/2015 survey years,NA,8.9,6.7,11.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Lothian,S08000024,Health board,2014,2014/2015 survey years,NA,21.8,19,24.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Orkney,S08000025,Health board,2014,2014/2015 survey years,NA,22.6,17,28.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Shetland,S08000026,Health board,2014,2014/2015 survey years,NA,13,8.7,17.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Tayside,S08000030,Health board,2014,2014/2015 survey years,NA,18.3,14.9,21.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Western Isles,S08000028,Health board,2014,2014/2015 survey years,NA,10.9,6.5,15.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,Clackmannanshire,S12000005,Council area,2014,2014/2015 survey years,NA,11.7,6.9,16.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,Dumfries & Galloway,S12000006,Council area,2014,2014/2015 survey years,NA,20.4,13.9,26.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Ayrshire,S12000008,Council area,2014,2014/2015 survey years,NA,10.1,4.7,15.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Lothian,S12000010,Council area,2014,2014/2015 survey years,NA,7.7,4,11.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Renfrewshire,S12000011,Council area,2014,2014/2015 survey years,NA,7.6,3.7,11.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,Na h-Eileanan Siar,S12000013,Council area,2014,2014/2015 survey years,NA,10.9,6.5,15.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,Falkirk,S12000014,Council area,2014,2014/2015 survey years,NA,8.4,4.8,12.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,Fife,S12000047,Council area,2014,2014/2015 survey years,NA,11.5,8.1,14.9,Percentage,Scottish Household Survey (SHS)
Active travel to work,Highland,S12000017,Council area,2014,2014/2015 survey years,NA,24.3,18.3,30.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,Inverclyde,S12000018,Council area,2014,2014/2015 survey years,NA,13.8,8.2,19.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,Midlothian,S12000019,Council area,2014,2014/2015 survey years,NA,10,4.5,15.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,Moray,S12000020,Council area,2014,2014/2015 survey years,NA,15.7,10.7,20.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,North Ayrshire,S12000021,Council area,2014,2014/2015 survey years,NA,6.4,3,9.9,Percentage,Scottish Household Survey (SHS)
Active travel to work,Orkney Islands,S12000023,Council area,2014,2014/2015 survey years,NA,22.6,17,28.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,Perth & Kinross,S12000048,Council area,2014,2014/2015 survey years,NA,15.6,10,21.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,Scottish Borders,S12000026,Council area,2014,2014/2015 survey years,NA,17.1,10.9,23.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,Shetland Islands,S12000027,Council area,2014,2014/2015 survey years,NA,13,8.7,17.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,South Ayrshire,S12000028,Council area,2014,2014/2015 survey years,NA,16.9,10.7,23.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,South Lanarkshire,S12000029,Council area,2014,2014/2015 survey years,NA,8.2,5,11.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,Stirling,S12000030,Council area,2014,2014/2015 survey years,NA,18.1,11.7,24.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,Aberdeen City,S12000033,Council area,2014,2014/2015 survey years,NA,23.6,18,29.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,Aberdeenshire,S12000034,Council area,2014,2014/2015 survey years,NA,12.5,8.4,16.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,Argyll & Bute,S12000035,Council area,2014,2014/2015 survey years,NA,24.7,16.2,33.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,City of Edinburgh,S12000036,Council area,2014,2014/2015 survey years,NA,30.8,26.9,34.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,Renfrewshire,S12000038,Council area,2014,2014/2015 survey years,NA,6.7,3,10.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,West Dunbartonshire,S12000039,Council area,2014,2014/2015 survey years,NA,15.9,10.4,21.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,West Lothian,S12000040,Council area,2014,2014/2015 survey years,NA,10.5,3.6,17.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,Angus,S12000041,Council area,2014,2014/2015 survey years,NA,22.2,15.9,28.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,Dundee City,S12000042,Council area,2014,2014/2015 survey years,NA,17.5,11.9,23.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,North Lanarkshire,S12000050,Council area,2014,2014/2015 survey years,NA,9.6,6.5,12.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Dunbartonshire,S12000045,Council area,2014,2014/2015 survey years,NA,8.3,3.9,12.6,Percentage,Scottish Household Survey (SHS)
Active travel to work,Glasgow City,S12000049,Council area,2014,2014/2015 survey years,NA,17,14,20.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,Scotland,S00000001,Scotland,2015,2015/2016 survey years,NA,15.4,14.4,16.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Ayrshire & Arran,S08000015,Health board,2015,2015/2016  survey years,NA,11.4,8.2,14.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Borders,S08000016,Health board,2015,2015/2016  survey years,NA,19.6,12.6,26.6,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Dumfries & Galloway,S08000017,Health board,2015,2015/2016  survey years,NA,21.9,15.1,28.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Fife,S08000029,Health board,2015,2015/2016  survey years,NA,11.8,8.3,15.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Forth Valley,S08000019,Health board,2015,2015/2016  survey years,NA,13.3,10,16.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Grampian,S08000020,Health board,2015,2015/2016  survey years,NA,15.7,12.8,18.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Greater Glasgow & Clyde,S08000031,Health board,2015,2015/2016  survey years,NA,12.4,10.6,14.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Highland,S08000022,Health board,2015,2015/2016  survey years,NA,22.6,17.7,27.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Lanarkshire,S08000032,Health board,2015,2015/2016  survey years,NA,8,5.9,10.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Lothian,S08000024,Health board,2015,2015/2016  survey years,NA,22.7,19.9,25.6,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Orkney,S08000025,Health board,2015,2015/2016  survey years,NA,22.1,15.9,28.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Shetland,S08000026,Health board,2015,2015/2016  survey years,NA,10.6,6.7,14.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Tayside,S08000030,Health board,2015,2015/2016  survey years,NA,17.8,14.3,21.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Western Isles,S08000028,Health board,2015,2015/2016  survey years,NA,9.7,5.6,13.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,Clackmannanshire,S12000005,Council area,2015,2015/2016 survey years,NA,10.7,6.4,15,Percentage,Scottish Household Survey (SHS)
Active travel to work,Dumfries & Galloway,S12000006,Council area,2015,2015/2016 survey years,NA,21.9,15.1,28.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Ayrshire,S12000008,Council area,2015,2015/2016 survey years,NA,12.1,6.4,17.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Lothian,S12000010,Council area,2015,2015/2016 survey years,NA,11.3,6.2,16.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Renfrewshire,S12000011,Council area,2015,2015/2016 survey years,NA,4.4,1.5,7.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,Na h-Eileanan Siar,S12000013,Council area,2015,2015/2016 survey years,NA,9.7,5.6,13.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,Falkirk,S12000014,Council area,2015,2015/2016 survey years,NA,11,6.5,15.6,Percentage,Scottish Household Survey (SHS)
Active travel to work,Fife,S12000047,Council area,2015,2015/2016 survey years,NA,11.8,8.3,15.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,Highland,S12000017,Council area,2015,2015/2016 survey years,NA,23,17,29,Percentage,Scottish Household Survey (SHS)
Active travel to work,Inverclyde,S12000018,Council area,2015,2015/2016 survey years,NA,8.2,4.2,12.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,Midlothian,S12000019,Council area,2015,2015/2016 survey years,NA,7.7,3.1,12.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,Moray,S12000020,Council area,2015,2015/2016 survey years,NA,17.7,12.3,23.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,North Ayrshire,S12000021,Council area,2015,2015/2016 survey years,NA,9,3.4,14.6,Percentage,Scottish Household Survey (SHS)
Active travel to work,Orkney Islands,S12000023,Council area,2015,2015/2016 survey years,NA,22.1,15.9,28.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,Perth & Kinross,S12000048,Council area,2015,2015/2016 survey years,NA,20,13.3,26.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,Scottish Borders,S12000026,Council area,2015,2015/2016 survey years,NA,19.6,12.6,26.6,Percentage,Scottish Household Survey (SHS)
Active travel to work,Shetland Islands,S12000027,Council area,2015,2015/2016 survey years,NA,10.6,6.7,14.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,South Ayrshire,S12000028,Council area,2015,2015/2016 survey years,NA,13.8,8.2,19.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,South Lanarkshire,S12000029,Council area,2015,2015/2016 survey years,NA,8,4.9,11.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,Stirling,S12000030,Council area,2015,2015/2016 survey years,NA,19.3,12.6,26,Percentage,Scottish Household Survey (SHS)
Active travel to work,Aberdeen City,S12000033,Council area,2015,2015/2016 survey years,NA,24.4,18.9,30,Percentage,Scottish Household Survey (SHS)
Active travel to work,Aberdeenshire,S12000034,Council area,2015,2015/2016 survey years,NA,6.5,3.6,9.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,Argyll & Bute,S12000035,Council area,2015,2015/2016 survey years,NA,21.4,14.7,28,Percentage,Scottish Household Survey (SHS)
Active travel to work,City of Edinburgh,S12000036,Council area,2015,2015/2016 survey years,NA,30.9,27,34.9,Percentage,Scottish Household Survey (SHS)
Active travel to work,Renfrewshire,S12000038,Council area,2015,2015/2016 survey years,NA,5.2,2.4,8.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,West Dunbartonshire,S12000039,Council area,2015,2015/2016 survey years,NA,11.1,6.4,15.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,West Lothian,S12000040,Council area,2015,2015/2016 survey years,NA,12.7,5.5,19.9,Percentage,Scottish Household Survey (SHS)
Active travel to work,Angus,S12000041,Council area,2015,2015/2016 survey years,NA,19.3,12.9,25.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,Dundee City,S12000042,Council area,2015,2015/2016 survey years,NA,14.2,9.2,19.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,North Lanarkshire,S12000050,Council area,2015,2015/2016 survey years,NA,7.9,5.1,10.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Dunbartonshire,S12000045,Council area,2015,2015/2016 survey years,NA,8,3.4,12.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,Glasgow City,S12000049,Council area,2015,2015/2016 survey years,NA,17,14,20,Percentage,Scottish Household Survey (SHS)
Active travel to work,Scotland,S00000001,Scotland,2016,2016/2017  survey years,NA,14.9,14,15.9,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Ayrshire & Arran,S08000015,Health board,2016,2016/2017  survey years,NA,10.7,7.5,13.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Borders,S08000016,Health board,2016,2016/2017  survey years,NA,19.8,12.9,26.6,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Dumfries & Galloway,S08000017,Health board,2016,2016/2017  survey years,NA,17.8,11.4,24.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Fife,S08000029,Health board,2016,2016/2017  survey years,NA,11.7,7.9,15.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Forth Valley,S08000019,Health board,2016,2016/2017  survey years,NA,13.1,9.9,16.3,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Grampian,S08000020,Health board,2016,2016/2017  survey years,NA,17.7,14.8,20.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Greater Glasgow & Clyde,S08000031,Health board,2016,2016/2017  survey years,NA,13.1,11.2,14.9,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Highland,S08000022,Health board,2016,2016/2017  survey years,NA,20,15.4,24.5,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Lanarkshire,S08000032,Health board,2016,2016/2017  survey years,NA,7.7,5.6,9.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Lothian,S08000024,Health board,2016,2016/2017  survey years,NA,20.7,18.2,23.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Orkney,S08000025,Health board,2016,2016/2017  survey years,NA,18.6,12.8,24.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Shetland,S08000026,Health board,2016,2016/2017  survey years,NA,6.9,3.8,10,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Tayside,S08000030,Health board,2016,2016/2017  survey years,NA,17.3,13.6,21,Percentage,Scottish Household Survey (SHS)
Active travel to work,NHS Western Isles,S08000028,Health board,2016,2016/2017  survey years,NA,11.6,7.5,15.7,Percentage,Scottish Household Survey (SHS)
Active travel to work,Clackmannanshire,S12000005,Council area,2016,2016/2017  survey years,NA,8.4,4.4,12.4,Percentage,Scottish Household Survey (SHS)
Active travel to work,Dumfries & Galloway,S12000006,Council area,2016,2016/2017  survey years,NA,17.8,11.4,24.2,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Ayrshire,S12000008,Council area,2016,2016/2017  survey years,NA,8.1,4.4,11.8,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Lothian,S12000010,Council area,2016,2016/2017  survey years,NA,11.1,6.2,16.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,East Renfrewshire,S12000011,Council area,2016,2016/2017  survey years,NA,5,1.9,8.1,Percentage,Scottish Household Survey (SHS)
Active travel to work,Na h-Eileanan Siar,S12000013,Council area,2016,2016/2017  survey years,NA,11.6,7.5,15.7,Percentage,Scottish Household Survey (SHS)
